DPA_PARROQ,DPA_DESPAR,DPA_DESCAN,DPA_DESPRO,altitud_media_m,PREDICCION_RIESGO,SCORE_PROBABILIDAD_ALTO
190553,LOS ENCUENTROS,YANTZAZA,ZAMORA CHINCHIPE,1447.09,Bajo,4.1408647237856277e-10
190650,EL PANGUI,EL PANGUI,ZAMORA CHINCHIPE,1195.29,Bajo,4.890757659962267e-09
190651,EL GUISME,EL PANGUI,ZAMORA CHINCHIPE,986.24,Bajo,4.216028282735117e-08
190652,PACHICUTZA,EL PANGUI,ZAMORA CHINCHIPE,1300.41,Bajo,6.624344051964613e-10
190653,TUNDAYME,EL PANGUI,ZAMORA CHINCHIPE,1427.14,Bajo,1.46611220824375e-09
190750,ZUMBI,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE,1317.97,Bajo,1.8015172459878177e-09
190752,TRIUNFO-DORADO,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE,1063.05,Bajo,2.904889993933191e-07
190753,PANGUINTZA,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE,1240.71,Bajo,8.464241525630406e-09
190850,PALANDA,PALANDA,ZAMORA CHINCHIPE,2367.03,Bajo,6.254752528261678e-17
190851,EL PORVENIR DEL CARMEN,PALANDA,ZAMORA CHINCHIPE,2069.04,Bajo,1.1067820887184685e-15
190852,SAN FRANCISCO DEL VERGEL,PALANDA,ZAMORA CHINCHIPE,1722.01,Bajo,9.69666322933286e-12
190853,VALLADOLID,PALANDA,ZAMORA CHINCHIPE,2488.26,Bajo,4.7347720995391974e-17
190854,LA CANELA,PALANDA,ZAMORA CHINCHIPE,2174.72,Bajo,3.7591144601765366e-14
190950,PAQUISHA,PAQUISHA,ZAMORA CHINCHIPE,1533.57,Bajo,1.462394876090726e-10
190951,BELLAVISTA,PAQUISHA,ZAMORA CHINCHIPE,1441.27,Bajo,3.3132147982953647e-09
190952,NUEVO QUITO,PAQUISHA,ZAMORA CHINCHIPE,1304.14,Bajo,2.3600915082375368e-09
210150,NUEVA LOJA,LAGO AGRIO,SUCUMBIOS,305.02,Medio,0.03343890460583702
210152,DURENO,LAGO AGRIO,SUCUMBIOS,285.13,Medio,0.035624123808177255
210153,GENERAL FARFAN,LAGO AGRIO,SUCUMBIOS,295.09,Medio,0.034233213679793824
210155,EL ENO,LAGO AGRIO,SUCUMBIOS,311.66,Medio,0.029199770358375524
210156,PACAYACU,LAGO AGRIO,SUCUMBIOS,279.68,Medio,0.03747979173677095
210157,JAMBELI,LAGO AGRIO,SUCUMBIOS,357.22,Medio,0.008611356568728579
210158,SANTA CECILIA,LAGO AGRIO,SUCUMBIOS,322.21,Medio,0.028411946765205077
210160,10 DE AGOSTO,LAGO AGRIO,SUCUMBIOS,307.87,Medio,0.029672625736367888
210250,LUMBAQUI,GONZALO PIZARRO,SUCUMBIOS,734.7,Bajo,2.5731068029501115e-05
210251,EL REVENTADOR,GONZALO PIZARRO,SUCUMBIOS,2392.58,Bajo,9.933696678351472e-18
210252,GONZALO PIZARRO,GONZALO PIZARRO,SUCUMBIOS,679.52,Bajo,3.379676068938282e-05
210254,PUERTO LIBRE,GONZALO PIZARRO,SUCUMBIOS,1152.12,Bajo,2.471456656939454e-12
210350,PUERTO EL CARMEN DEL PUTUMAYO,PUTUMAYO,SUCUMBIOS,241.57,Medio,0.048229714760585844
210351,PALMA ROJA,PUTUMAYO,SUCUMBIOS,262.04,Medio,0.04047474326252715
210352,PUERTO BOLIVAR (PUERTO MONTUFAR),PUTUMAYO,SUCUMBIOS,252.36,Medio,0.04431856279072377
210353,PUERTO RODRIGUEZ,PUTUMAYO,SUCUMBIOS,215.15,Medio,0.05848586092092151
210354,SANTA ELENA,PUTUMAYO,SUCUMBIOS,268.01,Medio,0.04104482309259256
210450,SHUSHUFINDI,SHUSHUFINDI,SUCUMBIOS,263.23,Medio,0.04042014927779416
210451,LIMONCOCHA,SHUSHUFINDI,SUCUMBIOS,250.95,Medio,0.0467126398851112
210452,PAÑACOCHA,SHUSHUFINDI,SUCUMBIOS,235.66,Medio,0.04628844566050184
210453,SAN ROQUE (CAB. EN SAN VICENTE),SHUSHUFINDI,SUCUMBIOS,246.7,Medio,0.043136339813585244
210454,SAN PEDRO DE LOS COFANES,SHUSHUFINDI,SUCUMBIOS,291.37,Medio,0.03636207877831393
210455,SIETE DE JULIO,SHUSHUFINDI,SUCUMBIOS,281.52,Medio,0.038774089254041806
210550,LA BONITA,SUCUMBIOS,SUCUMBIOS,2668.89,Bajo,1.2273407680440156e-18
210551,EL PLAYON DE SAN FRANCISCO,SUCUMBIOS,SUCUMBIOS,3231.71,Bajo,3.1183714086420666e-19
210552,LA SOFIA,SUCUMBIOS,SUCUMBIOS,2377.76,Bajo,1.4471466847614363e-17
210553,ROSA FLORIDA,SUCUMBIOS,SUCUMBIOS,1695.33,Bajo,1.3543212220533692e-14
210554,SANTA BARBARA,SUCUMBIOS,SUCUMBIOS,2829.35,Bajo,1.505247019849365e-17
210650,EL DORADO DE CASCALES,CASCALES,SUCUMBIOS,544.78,Bajo,1.1946961788776828e-07
210651,SANTA ROSA DE SUCUMBIOS,CASCALES,SUCUMBIOS,385.69,Medio,0.018323976775532606
210652,SEVILLA,CASCALES,SUCUMBIOS,368.12,Medio,0.017469651324087992
210750,TARAPOA,CUYABENO,SUCUMBIOS,245.11,Medio,0.0443274344320581
210751,CUYABENO,CUYABENO,SUCUMBIOS,222.62,Medio,0.05270215192702695
210752,AGUAS NEGRAS,CUYABENO,SUCUMBIOS,239.65,Medio,0.0457915851808292
220150,PUERTO FRANCISCO DE ORELLANA (EL COCA),ORELLANA,ORELLANA,263.84,Medio,0.040889516000229754
220151,DAYUMA,ORELLANA,ORELLANA,295.26,Medio,0.03199374333863675
220152,TARACOA (NUEVA ESPERANZA: YUCA),ORELLANA,ORELLANA,283.06,Medio,0.03408332318875092
220153,ALEJANDRO LABAKA,ORELLANA,ORELLANA,259.79,Medio,0.0372606787404154
220154,EL DORADO,ORELLANA,ORELLANA,288.4,Medio,0.035287689692252745
220155,EL EDEN,ORELLANA,ORELLANA,231.08,Medio,0.04921294801407416
220156,GARCIA MORENO,ORELLANA,ORELLANA,294.45,Medio,0.032025013288096454
220157,INES ARANGO (CAB. EN WESTERN),ORELLANA,ORELLANA,300.76,Medio,0.02765599222392751
220158,LA BELLEZA,ORELLANA,ORELLANA,323.72,Medio,0.02510903665910152
220159,NUEVO PARAISO (CAB. EN UNION ),ORELLANA,ORELLANA,282.19,Medio,0.030555790863215235
220160,SAN JOSE DE GUAYUSA,ORELLANA,ORELLANA,374.93,Medio,0.005380676761609376
220161,SAN LUIS DE ARMENIA,ORELLANA,ORELLANA,305.65,Medio,0.02609490726262262
220250,NUEVO ROCAFUERTE,AGUARICO,ORELLANA,206.27,Medio,0.059306893219977626
220251,CAPITAN AUGUSTO RIVADENEYRA,AGUARICO,ORELLANA,215.56,Medio,0.05830066284931839
220252,CONONACO,AGUARICO,ORELLANA,242.86,Medio,0.04103710354546543
220253,SANTA MARIA DE HUIRIRIMA,AGUARICO,ORELLANA,208.21,Medio,0.06114448859224616
220254,TIPUTINI,AGUARICO,ORELLANA,208.79,Medio,0.06086917566559741
220255,YASUNI,AGUARICO,ORELLANA,205.65,Medio,0.06072534836003065
220350,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,ORELLANA,275.07,Medio,0.036895901677815736
220351,ENOKANQUI,LA JOYA DE LOS SACHAS,ORELLANA,281.61,Medio,0.03896796992511281
220352,POMPEYA,LA JOYA DE LOS SACHAS,ORELLANA,253.15,Medio,0.04608417858151575
220353,SAN CARLOS,LA JOYA DE LOS SACHAS,ORELLANA,265.36,Medio,0.03992676785911881
220354,SAN SEBASTIAN DEL COCA,LA JOYA DE LOS SACHAS,ORELLANA,320.1,Medio,0.028898618799891616
220355,LAGO SAN PEDRO,LA JOYA DE LOS SACHAS,ORELLANA,296.92,Medio,0.03365985589329811
220356,RUMIPAMBA,LA JOYA DE LOS SACHAS,ORELLANA,321.5,Medio,0.029782004804276393
220357,TRES DE NOVIEMBRE,LA JOYA DE LOS SACHAS,ORELLANA,306.64,Medio,0.031680570843884225
220358,UNION MILAGREÑA,LA JOYA DE LOS SACHAS,ORELLANA,259.65,Medio,0.04426760742201712
220450,LORETO,LORETO,ORELLANA,394.09,Medio,0.011698171728452368
220451,AVILA (CAB. EN HUIRUNO),LORETO,ORELLANA,644.41,Bajo,1.8014236613928723e-08
220452,PUERTO MURIALDO,LORETO,ORELLANA,301.85,Medio,0.031190108443383473
220453,SAN JOSE DE PAYAMINO,LORETO,ORELLANA,607.54,Bajo,4.876921883172771e-12
220454,SAN JOSE DE DAHUANO,LORETO,ORELLANA,490.74,Bajo,1.106472553048332e-05
220455,SAN VICENTE DE HUATICOCHA,LORETO,ORELLANA,1088.24,Bajo,1.0120796814269102e-10
230150,SANTO DOMINGO DE LOS COLORADOS,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,603.49,Bajo,9.450515580060463e-07
230151,ALLURIQUIN,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,1337.93,Bajo,2.6718309876796e-12
230152,PUERTO LIMON,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,274.8,Medio,0.027488659923460723
230153,LUZ DE AMERICA,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,255.44,Medio,0.021435521007370093
230154,SAN JACINTO DEL BUA,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,255.78,Medio,0.041485551276859906
230155,VALLE HERMOSO,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,373.81,Medio,0.009584345226645502
230156,EL ESFUERZO,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,711.9,Bajo,1.543434142478639e-08
230157,SANTA MARIA DEL TOACHI,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,642.35,Bajo,8.261012338110111e-09
230250,LA CONCORDIA,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,230.19,Medio,0.0493037598761712
230251,MONTERREY,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,185.13,Medio,0.07723975446971897
230252,LA VILLEGAS,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,226.55,Medio,0.05459407049555298
230253,PLAN PILOTO,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,252.03,Medio,0.045399628881362925
240150,SANTA ELENA,SANTA ELENA,SANTA ELENA,163.01,Bajo,0.1165416936128512
240151,ATAHUALPA,SANTA ELENA,SANTA ELENA,163.01,Bajo,0.1165416936128512
240152,COLONCHE,SANTA ELENA,SANTA ELENA,230.12,Medio,0.03673625021313188
240153,CHANDUY,SANTA ELENA,SANTA ELENA,97.02,Alto,0.8828720243920284
240154,MANGLARALTO,SANTA ELENA,SANTA ELENA,163.01,Bajo,0.1165416936128512
240155,SIMON BOLIVAR (JULIO MORENO),SANTA ELENA,SANTA ELENA,161.89,Medio,0.10424437317835672
240156,SAN JOSE DE ANCON,SANTA ELENA,SANTA ELENA,163.01,Bajo,0.1165416936128512
240250,LA LIBERTAD,LA LIBERTAD,SANTA ELENA,163.01,Bajo,0.1165416936128512
240350,SALINAS,SALINAS,SANTA ELENA,163.01,Bajo,0.1165416936128512
240351,ANCONCITO,SALINAS,SANTA ELENA,163.01,Bajo,0.1165416936128512
240352,JOSE LUIS TAMAYO (MUEY),SALINAS,SANTA ELENA,163.01,Bajo,0.1165416936128512
900451,EL PIEDRERO,EL PIEDRERO,EL PIEDRERO,293.21,Medio,0.004174725770487365
900551,ABDON CALDERON ZONA EN ESTUDIO: AZUAY- GUAYAS,ABDON CALDERON ZONA EN ESTUDIO: AZUAY- GUAYAS,ABDON CALDERON ZONA EN ESTUDIO: AZUAY- GUAYAS,176.88,Medio,0.09261403910971881
900651,JUVAL,JUVAL,JUVAL,3521.11,Bajo,1.0552310071182353e-21
900751,MATILDE ESTHER,MATILDE ESTHER,MATILDE ESTHER,112.81,Alto,0.7267815050686296
900851,SANTA ROSA DE AGUA CLARA,SANTA ROSA DE AGUA CLARA,SANTA ROSA DE AGUA CLARA,886.97,Bajo,4.1619813683029966e-08
ISLA,ISLA,ISLA,ISLA,3.07,Alto,0.9999998942755481
