DPA_PARROQ,DPA_DESPAR,DPA_DESCAN,DPA_DESPRO,altitud_media_m,PREDICCION_RIESGO,SCORE_PROBABILIDAD_ALTO
080651,LA UNION,ATACAMES,ESMERALDAS,141.0,Alto,0.8150354390923306
080652,SUA (CAB. EN LA BOCANA),ATACAMES,ESMERALDAS,115.26,Alto,0.8492652907300787
080653,TONCHIGUE,ATACAMES,ESMERALDAS,95.86,Alto,0.9003232549871282
080654,TONSUPA,ATACAMES,ESMERALDAS,119.08,Alto,0.8703569479956386
080750,RIOVERDE,RIOVERDE,ESMERALDAS,79.91,Alto,0.9271088705419898
080751,CHONTADURO,RIOVERDE,ESMERALDAS,143.19,Alto,0.7951328678229412
080752,CHUMUNDE,RIOVERDE,ESMERALDAS,195.61,Medio,0.07754690776243296
080753,LAGARTO,RIOVERDE,ESMERALDAS,61.59,Alto,0.9562168187023411
080754,MONTALVO (CAB EN HORQUETA),RIOVERDE,ESMERALDAS,134.59,Alto,0.8280562483141605
080755,ROCAFUERTE,RIOVERDE,ESMERALDAS,117.1,Alto,0.8549585832069243
090150,GUAYAQUIL,GUAYAQUIL,GUAYAS,48.01,Alto,0.993019949472466
090152,JUAN GOMEZ RENDON (PROGRESO),GUAYAQUIL,GUAYAS,75.3,Alto,0.9720419520397386
090153,MORRO,GUAYAQUIL,GUAYAS,20.9,Alto,0.9994560901215465
090156,POSORJA,GUAYAQUIL,GUAYAS,10.52,Alto,0.9913370535778423
090157,PUNA,GUAYAQUIL,GUAYAS,13.9,Alto,0.99999999643008
090158,TENGUEL,GUAYAQUIL,GUAYAS,12.95,Alto,0.9997684014395872
090250,ALFREDO BAQUERIZO MORENO (JUJAN),ALFREDO BAQUERIZO MORENO,GUAYAS,9.37,Alto,0.9839029974372503
090350,BALAO,BALAO,GUAYAS,51.85,Alto,0.9997882880933829
090450,BALZAR,BALZAR,GUAYAS,42.21,Alto,0.9985377598206359
090550,COLIMES,COLIMES,GUAYAS,44.47,Alto,0.9944877762459536
090551,SAN JACINTO,COLIMES,GUAYAS,53.7,Alto,0.9808601948172228
090650,DAULE,DAULE,GUAYAS,9.44,Alto,0.9999999980576639
090652,JUAN BAUTISTA AGUIRRE (LOS TINTOS),DAULE,GUAYAS,3.54,Alto,0.9981868138638464
090653,LAUREL,DAULE,GUAYAS,5.52,Alto,0.9788076761584442
090654,LIMONAL,DAULE,GUAYAS,7.59,Alto,0.9738517769865814
090656,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),DAULE,GUAYAS,16.83,Alto,0.9999999780622142
090750,ELOY ALFARO (DURAN),DURAN,GUAYAS,4.29,Alto,0.9999999999983267
090850,VELASCO IBARRA (CAB. EL EMPALME),EL EMPALME,GUAYAS,58.94,Alto,0.8668095126132266
090851,GUAYAS (PUEBLO NUEVO),EL EMPALME,GUAYAS,77.1,Alto,0.8523461791417435
090852,EL ROSARIO,EL EMPALME,GUAYAS,59.75,Alto,0.8767697173054162
090950,EL TRIUNFO,EL TRIUNFO,GUAYAS,95.43,Alto,0.9648293348870598
091050,MILAGRO,MILAGRO,GUAYAS,13.82,Alto,0.9631142213528044
091051,CHOBO,MILAGRO,GUAYAS,10.2,Alto,0.951869527931588
091053,MARISCAL SUCRE (HUAQUES),MILAGRO,GUAYAS,24.04,Alto,0.8852633220388185
091054,ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA),MILAGRO,GUAYAS,25.94,Alto,0.8981297353958128
091150,NARANJAL,NARANJAL,GUAYAS,251.24,Medio,0.007661470193878621
091151,JESUS MARIA,NARANJAL,GUAYAS,153.57,Medio,0.1228530351667771
091152,SAN CARLOS,NARANJAL,GUAYAS,64.5,Alto,0.9907044204685413
091153,SANTA ROSA DE FLANDES,NARANJAL,GUAYAS,9.32,Alto,0.9905546643387447
091154,TAURA,NARANJAL,GUAYAS,27.42,Alto,0.993333333224936
091250,NARANJITO,NARANJITO,GUAYAS,51.01,Alto,0.89354661940716
091350,PALESTINA,PALESTINA,GUAYAS,13.78,Alto,0.9504658547977897
091450,PEDRO CARBO,PEDRO CARBO,GUAYAS,172.46,Medio,0.0958982728978815
091451,VALLE DE LA VIRGEN,PEDRO CARBO,GUAYAS,74.44,Alto,0.8968641409528146
091452,SABANILLA,PEDRO CARBO,GUAYAS,132.99,Alto,0.814262135966778
091650,SAMBORONDON,SAMBORONDON,GUAYAS,4.17,Alto,1.0
091651,TARIFA,SAMBORONDON,GUAYAS,2.25,Alto,0.999999999999995
091850,SANTA LUCIA,SANTA LUCIA,GUAYAS,19.15,Alto,0.9998175317063809
091950,EL SALITRE (LAS RAMAS),URBINA JADO,GUAYAS,4.54,Alto,0.9965816148606952
091951,GENERAL VERNAZA (DOS ESTEROS),URBINA JADO,GUAYAS,7.0,Alto,0.9818433979371154
091952,LA VICTORIA (ÑAUZA),URBINA JADO,GUAYAS,2.9,Alto,0.9967781942811649
091953,JUNQUILLAL,URBINA JADO,GUAYAS,7.85,Alto,0.9831391853721662
092050,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,GUAYAS,3.4,Alto,0.9976478753135344
092053,GENERAL PEDRO J. MONTERO (BOLICHE),SAN JACINTO DE YAGUACHI,GUAYAS,18.58,Alto,0.9013469285208568
092055,YAGUACHI VIEJO (CONE),SAN JACINTO DE YAGUACHI,GUAYAS,10.64,Alto,0.9682366145454665
092056,VIRGEN DE FATIMA,SAN JACINTO DE YAGUACHI,GUAYAS,12.05,Alto,0.9599407555160262
092150,GENERAL VILLAMIL (PLAYAS),PLAYAS,GUAYAS,55.26,Alto,0.9965416923515026
092250,SIMON BOLIVAR,SIMON BOLIVAR,GUAYAS,24.21,Alto,0.9043929661821442
092251,CORONEL LORENZO DE GARAICOA (PEDREGAL),SIMON BOLIVAR,GUAYAS,45.59,Alto,0.9218992052350624
092350,CORONEL MARCELINO MARIDUEÑA (SAN CARLOS),CORONEL MARCELINO MARIDUEÑA,GUAYAS,60.23,Alto,0.9049882296633899
092450,LOMAS DE SARGENTILLO,LOMAS DE SARGENTILLO,GUAYAS,17.64,Alto,0.9804233493767335
092550,NARCISA DE JESUS,NOBOL,GUAYAS,37.08,Alto,0.9996333538827087
092750,GENERAL ANTONIO ELIZALDE (BUCAY),GENERAL  ANTONIO ELIZALDE,GUAYAS,316.47,Medio,0.006833296478177292
092850,ISIDRO AYORA,ISIDRO AYORA,GUAYAS,114.87,Alto,0.8681397985698682
100150,SAN MIGUEL DE IBARRA,IBARRA,IMBABURA,2535.42,Bajo,1.2388188866545004e-18
100151,AMBUQUI,IBARRA,IMBABURA,2204.54,Bajo,3.0731368614653516e-16
100152,ANGOCHAGUA,IBARRA,IMBABURA,3202.77,Bajo,5.657424678435684e-18
100153,CAROLINA,IBARRA,IMBABURA,1879.53,Bajo,4.68261247712175e-16
100154,LA ESPERANZA,IBARRA,IMBABURA,2990.5,Bajo,8.88771320507092e-20
100155,LITA,IBARRA,IMBABURA,1389.95,Bajo,3.453117706315891e-12
100156,SALINAS,IBARRA,IMBABURA,1844.82,Bajo,3.8030935861465845e-13
100157,SAN ANTONIO,IBARRA,IMBABURA,2653.54,Bajo,3.0264951660811974e-19
100250,ATUNTAQUI,ANTONIO ANTE,IMBABURA,2495.59,Bajo,7.806754007192637e-19
100251,IMBAYA (SAN LUIS DE COBUENDO),ANTONIO ANTE,IMBABURA,2030.18,Bajo,2.38109162713212e-10
100252,SAN FCO. DE NATABUELA,ANTONIO ANTE,IMBABURA,2532.97,Bajo,7.144653678935512e-17
100253,SAN JOSE DE CHALTURA,ANTONIO ANTE,IMBABURA,2219.99,Bajo,3.7824622560119236e-11
100254,SAN ROQUE,ANTONIO ANTE,IMBABURA,2704.28,Bajo,3.072570269185359e-19
100350,COTACACHI,COTACACHI,IMBABURA,2816.3,Bajo,2.0726006784015006e-18
100351,APUELA,COTACACHI,IMBABURA,2864.06,Bajo,2.5432204435843976e-21
100352,GARCIA MORENO (LLURIMAGUA),COTACACHI,IMBABURA,1315.61,Bajo,3.7644487068296074e-13
100353,IMANTAG,COTACACHI,IMBABURA,3280.6,Bajo,1.5524226665868496e-21
100354,PEÑAHERRERA,COTACACHI,IMBABURA,2164.77,Bajo,2.705223116762364e-15
100355,PLAZA GUTIERREZ (CALVARIO),COTACACHI,IMBABURA,2867.81,Bajo,3.2847283144151776e-21
100356,QUIROGA,COTACACHI,IMBABURA,2996.81,Bajo,1.55831906198494e-18
100357,6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE),COTACACHI,IMBABURA,2578.02,Bajo,8.538338650989535e-16
100358,VACAS GALINDO (EL CHURO) (CAB. EN SAN MIGUEL ALTO),COTACACHI,IMBABURA,1802.21,Bajo,1.4962216083474846e-11
100450,OTAVALO,OTAVALO,IMBABURA,2947.65,Bajo,1.2465271949493446e-19
100451,DOCTOR MIGUEL EGAS CABEZAS (PEGUCHE),OTAVALO,IMBABURA,2825.75,Bajo,2.514233698537974e-19
100452,EUGENIO ESPEJO (CALPAQUI),OTAVALO,IMBABURA,3069.22,Bajo,4.598903947406696e-18
100453,GONZALEZ SUAREZ,OTAVALO,IMBABURA,3209.89,Bajo,1.879036648199552e-18
100454,PATAQUI,OTAVALO,IMBABURA,2762.25,Bajo,1.9925172023376335e-15
100455,SAN JOSE DE QUICHINCHE,OTAVALO,IMBABURA,2992.73,Bajo,2.6259761623799278e-17
100456,SAN JUAN DE ILUMAN,OTAVALO,IMBABURA,2849.88,Bajo,1.8342523519973268e-19
100457,SAN PABLO,OTAVALO,IMBABURA,3126.29,Bajo,1.4889161273325787e-19
100458,SAN RAFAEL,OTAVALO,IMBABURA,3046.46,Bajo,6.338002491713639e-18
100459,SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA),OTAVALO,IMBABURA,1862.89,Bajo,1.0602323189307828e-14
100550,PIMAMPIRO,PIMAMPIRO,IMBABURA,2400.62,Bajo,1.9418435675696473e-16
100551,CHUGA,PIMAMPIRO,IMBABURA,2862.97,Bajo,1.4479206418530827e-17
100552,MARIANO ACOSTA,PIMAMPIRO,IMBABURA,3439.53,Bajo,8.011161579576601e-19
100553,SAN  FCO. DE SIGSIPAMBA,PIMAMPIRO,IMBABURA,3212.37,Bajo,3.084477556003925e-18
100650,URCUQUI,SAN MIGUEL DE URCUQUI,IMBABURA,2131.54,Bajo,6.137828072511576e-16
100651,CAHUASQUI,SAN MIGUEL DE URCUQUI,IMBABURA,3044.78,Bajo,2.599666334847729e-20
100652,LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,IMBABURA,2354.91,Bajo,3.414007879258918e-19
100653,PABLO ARENAS,SAN MIGUEL DE URCUQUI,IMBABURA,2533.71,Bajo,2.0337907068506615e-17
100654,SAN BLAS,SAN MIGUEL DE URCUQUI,IMBABURA,2983.56,Bajo,2.2660616273427535e-18
100655,TUMBABIRO,SAN MIGUEL DE URCUQUI,IMBABURA,2198.9,Bajo,7.16409446656299e-15
110150,LOJA,LOJA,LOJA,2396.72,Bajo,5.173767101539316e-15
110151,CHANTACO,LOJA,LOJA,2573.92,Bajo,2.1640650220181434e-14
110152,CHUQUIRIBAMBA,LOJA,LOJA,2605.92,Bajo,1.2273669789598755e-15
110153,EL CISNE,LOJA,LOJA,1838.38,Bajo,1.1391032604839328e-12
110154,GUALEL,LOJA,LOJA,2963.8,Bajo,1.4860886967574513e-17
110155,JIMBILLA,LOJA,LOJA,2385.42,Bajo,4.758807013436128e-15
110156,MALACATOS (VALLADOLID),LOJA,LOJA,2055.66,Bajo,1.5877076261928409e-15
110157,SAN LUCAS,LOJA,LOJA,2787.75,Bajo,1.2778005266989948e-16
110158,SAN PEDRO DE VILCABAMBA,LOJA,LOJA,2406.64,Bajo,1.833527267859183e-16
110159,SANTIAGO,LOJA,LOJA,2745.33,Bajo,1.3756634424351365e-16
110160,TAQUIL (MIGUEL RIOFRIO),LOJA,LOJA,2254.31,Bajo,3.917038565968274e-14
110161,VILCABAMBA (VICTORIA),LOJA,LOJA,2132.3,Bajo,4.74034391705207e-16
110162,YANGANA (ARSENIO CASTILLO),LOJA,LOJA,2462.74,Bajo,3.3126663997109014e-16
110163,QUINARA,LOJA,LOJA,2480.27,Bajo,4.28505521608524e-16
110250,CARIAMANGA,CALVAS,LOJA,1620.42,Bajo,2.0297339028292196e-11
110251,COLAISACA,CALVAS,LOJA,1758.41,Bajo,5.973753243701264e-12
110252,EL LUCERO,CALVAS,LOJA,1442.36,Bajo,3.3976560894465857e-10
110253,UTUANA,CALVAS,LOJA,1742.76,Bajo,6.9745996138404066e-12
110254,SANGUILLIN,CALVAS,LOJA,1449.45,Bajo,4.957278791371741e-11
110350,CATAMAYO (LA TOMA),CATAMAYO,LOJA,1711.43,Bajo,9.315992844122656e-13
110351,EL TAMBO,CATAMAYO,LOJA,1885.05,Bajo,4.036184131829252e-13
110352,GUAYQUICHUMA,CATAMAYO,LOJA,1594.41,Bajo,4.976267147910411e-12
110353,SAN PEDRO DE LA BENDITA,CATAMAYO,LOJA,1779.35,Bajo,3.5055596456019163e-12
110354,ZAMBI,CATAMAYO,LOJA,1792.6,Bajo,3.716371562242345e-12
110450,CELICA,CELICA,LOJA,1269.13,Bajo,5.184607157425372e-11
110451,CRUZPAMBA (CAB EN CARLOS BUSTAMANTE),CELICA,LOJA,946.93,Bajo,2.0873518311236333e-06
110455,POZUL (SAN JUAN DE POZUL),CELICA,LOJA,1285.59,Bajo,4.866345773902927e-09
110456,SABANILLA,CELICA,LOJA,580.15,Bajo,5.295732729489204e-05
110457,TENIENTE MAXIMILIANO RODRIGUEZ LOAIZA,CELICA,LOJA,799.84,Bajo,1.3768070764255866e-05
110550,CHAGUARPAMBA,CHAGUARPAMBA,LOJA,1120.46,Bajo,3.5379651695447535e-08
110551,BUENAVISTA,CHAGUARPAMBA,LOJA,1266.12,Bajo,2.427956964221752e-09
110552,EL ROSARIO,CHAGUARPAMBA,LOJA,818.01,Bajo,2.049739283855397e-05
110553,SANTA RUFINA,CHAGUARPAMBA,LOJA,989.71,Bajo,5.8717020496000705e-08
110554,AMARILLOS,CHAGUARPAMBA,LOJA,1218.44,Bajo,2.8286438914064292e-08
110650,AMALUZA,ESPINDOLA,LOJA,2560.87,Bajo,5.4557488259444943e-17
110651,BELLAVISTA,ESPINDOLA,LOJA,1566.86,Bajo,1.3650230446631959e-10
110652,JIMBURA,ESPINDOLA,LOJA,2554.73,Bajo,2.0655131898450195e-17
110653,SANTA TERESITA,ESPINDOLA,LOJA,2428.47,Bajo,3.025243449947532e-16
110654,27 DE ABRIL (CAB. EN LA NARANJA),ESPINDOLA,LOJA,1302.92,Bajo,1.9448259175941323e-08
110655,EL INGENIO,ESPINDOLA,LOJA,2173.61,Bajo,6.314579432259963e-16
110656,EL AIRO,ESPINDOLA,LOJA,2324.17,Bajo,4.176672239262064e-16
110750,GONZANAMA,GONZANAMA,LOJA,2191.34,Bajo,1.248851628402093e-13
110751,CHANGAIMINA (LA LIBERTAD),GONZANAMA,LOJA,1592.34,Bajo,8.916892401022429e-11
110753,NAMBACOLA,GONZANAMA,LOJA,1672.58,Bajo,1.0700457189934966e-11
110754,PURUNUMA (EGUIGUREN),GONZANAMA,LOJA,2210.74,Bajo,6.316978379958157e-14
110756,SACAPALCA,GONZANAMA,LOJA,1413.37,Bajo,5.131524752078788e-11
110850,MACARA,MACARA,LOJA,783.73,Bajo,2.479541135308037e-09
110851,LARAMA,MACARA,LOJA,1159.97,Bajo,1.5462408669434267e-10
110852,LA VICTORIA,MACARA,LOJA,1172.01,Bajo,2.915641794988183e-09
110853,SABIANGO (LA CAPILLA),MACARA,LOJA,1110.64,Bajo,2.3598400056548727e-10
110950,CATACOCHA,PALTAS,LOJA,1454.51,Bajo,1.5607756859375196e-10
110951,CANGONAMA,PALTAS,LOJA,1763.68,Bajo,8.78750784742266e-11
110952,GUACHANAMA,PALTAS,LOJA,1633.07,Bajo,3.644931532354695e-13
110954,LAURO GUERRERO,PALTAS,LOJA,1697.86,Bajo,2.2057928977233264e-12
110956,ORIANGA,PALTAS,LOJA,887.33,Bajo,1.4104941913509497e-07
110957,SAN ANTONIO,PALTAS,LOJA,1311.93,Bajo,6.313431848481145e-09
110958,CASANGA,PALTAS,LOJA,1145.5,Bajo,3.921518271499819e-09
110959,YAMANA,PALTAS,LOJA,1107.48,Bajo,4.2463955594239207e-07
111050,ALAMOR,PUYANGO,LOJA,821.76,Bajo,3.0080805448456085e-07
111051,CIANO,PUYANGO,LOJA,831.51,Bajo,2.9808431499401253e-06
111052,EL ARENAL,PUYANGO,LOJA,1133.03,Bajo,8.722403616480966e-08
111053,EL LIMO (MARIANA DE JESUS),PUYANGO,LOJA,611.72,Bajo,3.327261134019621e-05
111054,MERCADILLO,PUYANGO,LOJA,1708.04,Bajo,1.0151429776820851e-11
111055,VICENTINO,PUYANGO,LOJA,1374.78,Bajo,1.0277439597176893e-11
111150,SARAGURO,SARAGURO,LOJA,2702.69,Bajo,2.763749316158097e-15
111151,EL PARAISO DE CELEN,SARAGURO,LOJA,3052.13,Bajo,9.521562578183088e-18
111152,EL TABLON,SARAGURO,LOJA,2449.69,Bajo,1.328925065101532e-14
111153,LLUZHAPA,SARAGURO,LOJA,2119.17,Bajo,2.186350756530951e-15
111154,MANU,SARAGURO,LOJA,2873.27,Bajo,1.0218276050317376e-17
111155,SAN ANTONIO DE QUMBE (CUMBE),SARAGURO,LOJA,2416.09,Bajo,1.517436955968462e-14
111156,SAN PABLO DE TENTA,SARAGURO,LOJA,2798.2,Bajo,1.4580036822776438e-17
111157,SAN SEBASTIAN DE YULUC,SARAGURO,LOJA,1690.19,Bajo,6.016293616567276e-14
111158,SELVA ALEGRE,SARAGURO,LOJA,2667.81,Bajo,3.609724570816168e-17
111159,URDANETA (PAQUISHAPA),SARAGURO,LOJA,2896.5,Bajo,1.2691365461008057e-15
111160,SUMAYPAMBA,SARAGURO,LOJA,1643.76,Bajo,2.336161282639612e-13
111250,SOZORANGA,SOZORANGA,LOJA,1376.17,Bajo,4.008165457296102e-11
111251,NUEVA FATIMA,SOZORANGA,LOJA,1560.22,Bajo,2.2264934183008684e-11
111252,TACAMOROS,SOZORANGA,LOJA,1480.12,Bajo,4.5788546428598444e-11
111350,ZAPOTILLO,ZAPOTILLO,LOJA,241.63,Medio,0.009849556970871204
111351,MANGAHURCO,ZAPOTILLO,LOJA,559.31,Bajo,0.0002766953950465032
111352,GARZAREAL,ZAPOTILLO,LOJA,356.87,Medio,0.01065090593364096
111353,LIMONES,ZAPOTILLO,LOJA,273.65,Medio,0.02574770230941058
111354,PALETILLAS,ZAPOTILLO,LOJA,541.47,Bajo,0.0013897256414215598
111355,BOLASPAMBA,ZAPOTILLO,LOJA,530.67,Bajo,0.0003331662863364509
111356,CAZADEROS,ZAPOTILLO,LOJA,357.12,Medio,0.0014128219561405113
111450,PINDAL,PINDAL,LOJA,800.91,Bajo,1.96766045044544e-06
111451,CHAQUINAL,PINDAL,LOJA,1034.68,Bajo,9.77927729123957e-07
111452,12 DE DICIEMBRE (CAB. EN ACHIOTES),PINDAL,LOJA,793.26,Bajo,1.880213916091712e-05
111453,MILAGROS,PINDAL,LOJA,693.65,Bajo,5.1323068704914055e-05
111550,QUILANGA,QUILANGA,LOJA,1935.84,Bajo,4.4285794498072355e-13
111551,FUNDOCHAMBA,QUILANGA,LOJA,2006.6,Bajo,1.5138781605784182e-12
111552,SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS),QUILANGA,LOJA,2121.3,Bajo,1.9867042212239967e-15
111650,OLMEDO,OLMEDO,LOJA,1523.84,Bajo,2.3669078389521437e-09
111651,LA TINGUE,OLMEDO,LOJA,1612.66,Bajo,2.043401720687455e-10
120150,BABAHOYO,BABAHOYO,LOS RIOS,6.09,Alto,0.9926669973499274
120152,CARACOL,BABAHOYO,LOS RIOS,15.6,Alto,0.998085236814723
120153,FEBRES CORDERO (LAS JUNTAS),BABAHOYO,LOS RIOS,48.82,Alto,0.9997798879176615
120154,PIMOCHA,BABAHOYO,LOS RIOS,6.45,Alto,0.9954059577174664
120155,LA UNION,BABAHOYO,LOS RIOS,81.8,Alto,0.9638884539001862
120250,BABA,BABA,LOS RIOS,5.25,Alto,0.9918420563337986
120251,GUARE,BABA,LOS RIOS,13.81,Alto,0.9735435014694428
120252,ISLA DE BEJUCAL,BABA,LOS RIOS,9.73,Alto,0.9844839197650755
120350,MONTALVO,MONTALVO,LOS RIOS,67.05,Alto,0.9799626796880263
120351,LA ESMERALDA,MONTALVO,LOS RIOS,207.38,Medio,0.036340216951749056
120450,PUEBLOVIEJO,PUEBLOVIEJO,LOS RIOS,16.76,Alto,0.9605052710903156
120451,PUERTO PECHICHE,PUEBLOVIEJO,LOS RIOS,25.84,Alto,0.9081640762573701
120452,SAN JUAN,PUEBLOVIEJO,LOS RIOS,12.08,Alto,0.9628944639422832
120550,QUEVEDO,QUEVEDO,LOS RIOS,74.55,Alto,0.8259913593129463
120553,SAN CARLOS,QUEVEDO,LOS RIOS,75.26,Alto,0.8288251486452815
120555,LA ESPERANZA,QUEVEDO,LOS RIOS,88.16,Alto,0.7414495868933836
120650,CATARAMA,URDANETA,LOS RIOS,13.74,Alto,0.94534356022927
120651,RICAURTE,URDANETA,LOS RIOS,183.16,Medio,0.02525354955201377
120750,VENTANAS,VENTANAS,LOS RIOS,42.33,Alto,0.9786840946469595
120752,ZAPOTAL,VENTANAS,LOS RIOS,93.54,Alto,0.9364776771763882
120753,CHACARITA,VENTANAS,LOS RIOS,330.15,Medio,0.001454750770004185
120754,LOS ANGELES,VENTANAS,LOS RIOS,172.79,Medio,0.05720233599802024
120850,VINCES,VINCES,LOS RIOS,21.0,Alto,0.9744139874769248
120851,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),VINCES,LOS RIOS,10.82,Alto,0.9653650251360005
120950,PALENQUE,PALENQUE,LOS RIOS,32.3,Alto,0.9348964916811681
121050,SAN JACINTO DE BUENA FE,BUENA FE,LOS RIOS,107.07,Alto,0.7962846088824799
121051,PATRICIA PILAR,BUENA FE,LOS RIOS,157.68,Medio,0.11794382852208263
121150,VALENCIA,VALENCIA,LOS RIOS,269.33,Medio,0.006754183355590467
121250,MOCACHE,MOCACHE,LOS RIOS,53.77,Alto,0.8772827119920418
121350,QUINSALOMA,QUINSALOMA,LOS RIOS,90.68,Alto,0.8528853856762777
130150,PORTOVIEJO,PORTOVIEJO,MANABI,147.09,Alto,0.7377868366976762
130151,ABDON CALDERON (SAN FRANCISCO),PORTOVIEJO,MANABI,192.07,Medio,0.06959819878027734
130152,ALHAJUELA (BAJO GRANDE),PORTOVIEJO,MANABI,201.47,Medio,0.059116340043258754
130153,CRUCITA,PORTOVIEJO,MANABI,8.0,Alto,0.879967435636973
130154,PUEBLO NUEVO,PORTOVIEJO,MANABI,264.62,Medio,0.025430941811344632
130155,RIOCHICO (RIO CHICO),PORTOVIEJO,MANABI,128.45,Alto,0.8306461701535213
130156,SAN PLACIDO,PORTOVIEJO,MANABI,339.99,Medio,0.018960769780374243
130157,CHIRIJOS,PORTOVIEJO,MANABI,289.06,Medio,0.02638974882154241
130250,CALCETA,BOLIVAR,MANABI,152.61,Medio,0.14345928767227129
130251,MEMBRILLO,BOLIVAR,MANABI,235.25,Medio,0.03588216750466487
130252,QUIROGA,BOLIVAR,MANABI,222.74,Medio,0.05396554928418493
130350,CHONE,CHONE,MANABI,174.45,Medio,0.08623653582694575
130351,BOYACA,CHONE,MANABI,184.63,Medio,0.06660781135384912
130352,CANUTO,CHONE,MANABI,158.01,Medio,0.11905817608616494
130353,CONVENTO,CHONE,MANABI,286.79,Medio,0.01633129061718425
130354,CHIBUNGA,CHONE,MANABI,235.8,Medio,0.03664839727759293
130355,ELOY ALFARO,CHONE,MANABI,231.17,Medio,0.025297531492059447
130356,RICAURTE,CHONE,MANABI,265.11,Medio,0.0185525731225687
130357,SAN ANTONIO,CHONE,MANABI,64.09,Alto,0.9797561308069977
130450,EL CARMEN,EL CARMEN,MANABI,161.75,Medio,0.09544819514860892
130451,WILFRIDO LOOR MOREIRA (MAICITO),EL CARMEN,MANABI,228.15,Medio,0.04615618956387183
130452,SAN PEDRO DE SUMA,EL CARMEN,MANABI,193.04,Medio,0.07203568247551743
130550,FLAVIO ALFARO,FLAVIO ALFARO,MANABI,260.36,Medio,0.018870082008616285
130551,SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO),FLAVIO ALFARO,MANABI,250.41,Medio,0.03155925309980065
130552,ZAPALLO,FLAVIO ALFARO,MANABI,241.98,Medio,0.021625064668083994
130650,JIPIJAPA,JIPIJAPA,MANABI,466.31,Bajo,0.003916081805662214
130651,AMERICA,JIPIJAPA,MANABI,393.34,Medio,0.0067479743713423496
130652,EL ANEGADO (CAB. EN ELOY ALFARO),JIPIJAPA,MANABI,392.87,Medio,0.008051737972496678
130653,JULCUY,JIPIJAPA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130654,LA UNION,JIPIJAPA,MANABI,412.27,Bajo,0.005958222098667393
130656,MEMBRILLAL,JIPIJAPA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130657,PEDRO PABLO GOMEZ,JIPIJAPA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130658,PUERTO DE CAYO,JIPIJAPA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130750,JUNIN,JUNIN,MANABI,214.16,Medio,0.0542217620264324
130850,MANTA,MANTA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130851,SAN LORENZO,MANTA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130852,SANTA MARIANITA (BOCA DE PACOCHE),MANTA,MANABI,208.75419354838706,Bajo,0.06695796637962034
130950,MONTECRISTI,MONTECRISTI,MANABI,208.75419354838706,Bajo,0.06695796637962034
130952,LA PILA,MONTECRISTI,MANABI,208.75419354838706,Bajo,0.06695796637962034
131050,PAJAN,PAJAN,MANABI,249.8,Medio,0.024860425213665226
131051,CAMPOZANO (LA PALMA DE PAJAN),PAJAN,MANABI,218.72,Medio,0.05036646101072753
131052,CASCOL,PAJAN,MANABI,355.37,Medio,0.008011256352011732
131053,GUALE,PAJAN,MANABI,166.79,Medio,0.15662473354967088
131054,LASCANO,PAJAN,MANABI,138.94,Alto,0.7827358169428202
131150,PICHINCHA,PICHINCHA,MANABI,129.71,Alto,0.8359038985966629
131151,BARRAGANETE,PICHINCHA,MANABI,174.22,Medio,0.07866359990814031
131152,SAN SEBASTIAN,PICHINCHA,MANABI,209.81,Medio,0.060428985225083685
131250,ROCAFUERTE,ROCAFUERTE,MANABI,108.11,Alto,0.9165082751836198
131350,SANTA ANA DE VUELTA LARGA,SANTA ANA,MANABI,202.94,Medio,0.06294113220012736
131351,AYACUCHO,SANTA ANA,MANABI,254.52,Medio,0.03643719973344586
131352,HONORATO VASQUEZ (CAB EN VASQUEZ),SANTA ANA,MANABI,304.13,Medio,0.026249754894124833
131353,LA UNION,SANTA ANA,MANABI,172.03,Medio,0.08550056511538706
131355,SAN PABLO (CAB EN PUEBLO NUEVO),SANTA ANA,MANABI,108.33,Alto,0.8483951138828657
131450,BAHIA DE CARAQUEZ,SUCRE,MANABI,108.54,Alto,0.8921195446238174
131453,CHARAPOTO,SUCRE,MANABI,174.52,Medio,0.09400759057391889
131457,SAN ISIDRO,SUCRE,MANABI,286.2,Medio,0.014226057123491372
131550,TOSAGUA,TOSAGUA,MANABI,75.67,Alto,0.9623604498693993
131551,BACHILLERO,TOSAGUA,MANABI,22.35,Alto,0.996233160695402
131552,ANGEL PEDRO GILER (LA ESTANCILLA),TOSAGUA,MANABI,50.76,Alto,0.9773956542247385
131650,SUCRE,24 DE MAYO,MANABI,305.49,Medio,0.01543920408143932
